,id,cid,dsn,cmpdname,srccmpd,srccmpdname,srccmpdurl,srctarget,srctargetname,srctargeturl,protacxn,protname,geneid,genename,taxid,taxname,action,actname,actvalue,evids,evurls,pmids,dois,citations
0,2050987,21591148,Comparative Toxicogenomics Database (CTD),Isoangustone A,C551631,isoangustone A,https://ctdbase.org/detail.go?type=chem&acc=C551631,7046,TGFBR1,https://ctdbase.org/detail.go?type=gene&acc=7046,,,7046,TGFBR1,9606,Homo sapiens (human),Isoangustone A inhibits the reaction [glucose results in increased expression of TGFBR1 protein],,,PMID:21367880,https://www.ncbi.nlm.nih.gov/pubmed/21367880,21367880,,
1,2050988,21591148,Comparative Toxicogenomics Database (CTD),Isoangustone A,C551631,isoangustone A,https://ctdbase.org/detail.go?type=chem&acc=C551631,836,CASP3,https://ctdbase.org/detail.go?type=gene&acc=836,,,836,CASP3,9606,Homo sapiens (human),Isoangustone A results in increased cleavage of CASP3 protein,,,PMID:20229524,https://www.ncbi.nlm.nih.gov/pubmed/20229524,20229524,,
2,2050989,21591148,Comparative Toxicogenomics Database (CTD),Isoangustone A,C551631,isoangustone A,https://ctdbase.org/detail.go?type=chem&acc=C551631,840,CASP7,https://ctdbase.org/detail.go?type=gene&acc=840,,,840,CASP7,9606,Homo sapiens (human),Isoangustone A results in increased cleavage of CASP7 protein,,,PMID:20229524,https://www.ncbi.nlm.nih.gov/pubmed/20229524,20229524,,
3,2050990,21591148,Comparative Toxicogenomics Database (CTD),Isoangustone A,C551631,isoangustone A,https://ctdbase.org/detail.go?type=chem&acc=C551631,842,CASP9,https://ctdbase.org/detail.go?type=gene&acc=842,,,842,CASP9,9606,Homo sapiens (human),Isoangustone A results in increased cleavage of CASP9 protein,,,PMID:20229524,https://www.ncbi.nlm.nih.gov/pubmed/20229524,20229524,,
4,2050991,21591148,Comparative Toxicogenomics Database (CTD),Isoangustone A,C551631,isoangustone A,https://ctdbase.org/detail.go?type=chem&acc=C551631,6347,CCL2,https://ctdbase.org/detail.go?type=gene&acc=6347,,,6347,CCL2,9606,Homo sapiens (human),Isoangustone A inhibits the reaction [glucose results in increased expression of CCL2 mrna],,,PMID:21367880,https://www.ncbi.nlm.nih.gov/pubmed/21367880,21367880,,
5,2050992,21591148,Comparative Toxicogenomics Database (CTD),Isoangustone A,C551631,isoangustone A,https://ctdbase.org/detail.go?type=chem&acc=C551631,595,CCND1,https://ctdbase.org/detail.go?type=gene&acc=595,,,595,CCND1,9606,Homo sapiens (human),Isoangustone A results in decreased expression of CCND1 protein,,,PMID:21429724,https://www.ncbi.nlm.nih.gov/pubmed/21429724,21429724,,
6,2050993,21591148,Comparative Toxicogenomics Database (CTD),Isoangustone A,C551631,isoangustone A,https://ctdbase.org/detail.go?type=chem&acc=C551631,1017,CDK2,https://ctdbase.org/detail.go?type=gene&acc=1017,,,1017,CDK2,9606,Homo sapiens (human),Isoangustone A results in decreased expression of and results in decreased activity of CDK2 protein,,,PMID:21429724,https://www.ncbi.nlm.nih.gov/pubmed/21429724,21429724,,
7,2050994,21591148,Comparative Toxicogenomics Database (CTD),Isoangustone A,C551631,isoangustone A,https://ctdbase.org/detail.go?type=chem&acc=C551631,1019,CDK4,https://ctdbase.org/detail.go?type=gene&acc=1019,,,1019,CDK4,9606,Homo sapiens (human),Isoangustone A results in decreased expression of CDK4 protein,,,PMID:21429724,https://www.ncbi.nlm.nih.gov/pubmed/21429724,21429724,,
8,2050995,21591148,Comparative Toxicogenomics Database (CTD),Isoangustone A,C551631,isoangustone A,https://ctdbase.org/detail.go?type=chem&acc=C551631,3383,ICAM1,https://ctdbase.org/detail.go?type=gene&acc=3383,,,3383,ICAM1,9606,Homo sapiens (human),Isoangustone A inhibits the reaction [glucose results in increased expression of ICAM1 protein]|isoangustone A inhibits the reaction [glucose results in increased expression of ICAM1 mrna],,,PMID:21367880,https://www.ncbi.nlm.nih.gov/pubmed/21367880,21367880,,
9,2050996,21591148,Comparative Toxicogenomics Database (CTD),Isoangustone A,C551631,isoangustone A,https://ctdbase.org/detail.go?type=chem&acc=C551631,4170,MCL1,https://ctdbase.org/detail.go?type=gene&acc=4170,,,4170,MCL1,9606,Homo sapiens (human),Isoangustone A results in increased expression of MCL1 protein,,,PMID:20229524,https://www.ncbi.nlm.nih.gov/pubmed/20229524,20229524,,
