,id,cid,dsn,cmpdname,srccmpd,srccmpdname,srccmpdurl,srctarget,srctargetname,srctargeturl,protacxn,protname,geneid,genename,taxid,taxname,action,actname,actvalue,evids,evurls,pmids,dois,citations
0,738740,10494,IUPHAR/BPS Guide to PHARMACOLOGY,Oleanolic Acid,3306,oleanolic acid,https://www.guidetopharmacology.org/GRAC/LigandDisplayForward?ligandId=3306,3231,DNA polymerase beta,https://guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=3231,P06746,DNA polymerase beta,5423,POLB,9606,Homo sapiens (human),Inhibition,pIC50,5.6,PMID:18343122,https://www.ncbi.nlm.nih.gov/pubmed/18343122,18343122,,
1,752391,10494,IUPHAR/BPS Guide to PHARMACOLOGY,Oleanolic Acid,3306,oleanolic acid,https://www.guidetopharmacology.org/GRAC/LigandDisplayForward?ligandId=3306,37,GPBA receptor,https://guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=37,Q8TDU6,G-protein coupled bile acid receptor 1,151306,GPBAR1,9606,Homo sapiens (human),Full agonist,pEC50,5.65,PMID:17825251,https://www.ncbi.nlm.nih.gov/pubmed/17825251,17825251,,
2,793568,10494,Therapeutic Target Database (TTD),Oleanolic Acid,D0SJ2Q,OLEANOLIC_ACID,https://idrblab.net/ttd/data/drug/details/D0SJ2Q,T89529,PTPN1 messenger RNA (PTPN1 mRNA),https://idrblab.net/ttd/data/target/details/T89529,P18031,Tyrosine-protein phosphatase non-receptor type 1,5770,PTPN1,9606,Homo sapiens (human),Inhibitor,,,,,,,
3,793569,10494,Therapeutic Target Database (TTD),Oleanolic Acid,D0SJ2Q,OLEANOLIC_ACID,https://idrblab.net/ttd/data/drug/details/D0SJ2Q,T98062,Glycogen phosphorylase muscle form (GP),https://idrblab.net/ttd/data/target/details/T98062,P11217,"Glycogen phosphorylase, muscle form",5837,PYGM,9606,Homo sapiens (human),Inhibitor,,,,,,,
4,793570,10494,Therapeutic Target Database (TTD),Oleanolic Acid,D0SJ2Q,OLEANOLIC_ACID,https://idrblab.net/ttd/data/drug/details/D0SJ2Q,T37847,Herpes simplex virus DNA polymerase UL30 (HSV UL30),https://idrblab.net/ttd/data/target/details/T37847,P04293,DNA polymerase catalytic subunit,2703462,UL30,10299,Human alphaherpesvirus 1 strain 17,Inhibitor,,,,,,,
5,842797,10494,BindingDB,Oleanolic Acid,50346601,NSC-114945,https://www.bindingdb.org/rwd/bind/chemsearch/marvin/MolStructure.jsp?monomerid=50346601,2338,"Glycogen phosphorylase, muscle form",https://www.bindingdb.org/rwd/jsp/dbsearch/PrimarySearch_ki.jsp?tag=pol&polymerid=2338,P00489,"Glycogen phosphorylase, muscle form",100008972,PYGM,9986,Oryctolagus cuniculus (rabbit),,IC50 (nM),14000.0,PMID:24119242|DOI:10.1111/cbdd.12241,https://www.ncbi.nlm.nih.gov/pubmed/24119242|https://doi.org/10.1111/cbdd.12241,24119242,10.1111/cbdd.12241,
6,863482,10494,BindingDB,Oleanolic Acid,50346601,NSC-114945,https://www.bindingdb.org/rwd/bind/chemsearch/marvin/MolStructure.jsp?monomerid=50346601,2622,Tyrosine-protein phosphatase non-receptor type 1,https://www.bindingdb.org/rwd/jsp/dbsearch/PrimarySearch_ki.jsp?tag=pol&polymerid=2622,P18031,Tyrosine-protein phosphatase non-receptor type 1,5770,PTPN1,9606,Homo sapiens (human),,IC50 (nM),1950.0,PMID:25996453|DOI:10.1111/cbdd.12587,https://www.ncbi.nlm.nih.gov/pubmed/25996453|https://doi.org/10.1111/cbdd.12587,25996453,10.1111/cbdd.12587,
7,894016,10494,BindingDB,Oleanolic Acid,50346601,NSC-114945,https://www.bindingdb.org/rwd/bind/chemsearch/marvin/MolStructure.jsp?monomerid=50346601,2622,Tyrosine-protein phosphatase non-receptor type 1,https://www.bindingdb.org/rwd/jsp/dbsearch/PrimarySearch_ki.jsp?tag=pol&polymerid=2622,P18031,Tyrosine-protein phosphatase non-receptor type 1,5770,PTPN1,9606,Homo sapiens (human),,IC50 (nM),1900.0,PMID:24684845|DOI:10.1016/j.bmcl.2014.03.015,https://www.ncbi.nlm.nih.gov/pubmed/24684845|https://doi.org/10.1016/j.bmcl.2014.03.015,24684845,10.1016/j.bmcl.2014.03.015,
8,894017,10494,BindingDB,Oleanolic Acid,50346601,NSC-114945,https://www.bindingdb.org/rwd/bind/chemsearch/marvin/MolStructure.jsp?monomerid=50346601,4970,Tyrosine-protein phosphatase non-receptor type 2,https://www.bindingdb.org/rwd/jsp/dbsearch/PrimarySearch_ki.jsp?tag=pol&polymerid=4970,P17706,Tyrosine-protein phosphatase non-receptor type 2,5771,PTPN2,9606,Homo sapiens (human),,IC50 (nM),4230.0,PMID:24684845|DOI:10.1016/j.bmcl.2014.03.015,https://www.ncbi.nlm.nih.gov/pubmed/24684845|https://doi.org/10.1016/j.bmcl.2014.03.015,24684845,10.1016/j.bmcl.2014.03.015,
9,1024446,10494,Comparative Toxicogenomics Database (CTD),Oleanolic Acid,D009828,Oleanolic Acid,https://ctdbase.org/detail.go?type=chem&acc=D009828,8647,ABCB11,https://ctdbase.org/detail.go?type=gene&acc=8647,,,8647,ABCB11,10090,Mus musculus (house mouse),U 0126 inhibits the reaction [oleanolic acid results in decreased expression of ABCB11 mrna]|dorsomorphin inhibits the reaction [oleanolic acid results in decreased expression of ABCB11 mrna]|dorsomorphin inhibits the reaction [oleanolic acid results in decreased expression of ABCB11 protein]|prkaa1 protein affects the reaction [oleanolic acid results in decreased expression of ABCB11 mrna],,,PMID:36846903,https://www.ncbi.nlm.nih.gov/pubmed/36846903,36846903,,
